sample_date,repo_id,repo_full_name,owner,repo_name,repo_url,source,sample_query,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,default_branch,archived,disabled,fork,has_readme,readme_fetch_status,readme_status_code,readme_hash,readme_word_count,readme_char_count,readme_heading_count,readme_link_count,readme_image_count,readme_code_block_count,readme_headings,rubric_version,has_overview_signal,has_setup_signal,has_usage_signal,has_features_signal,has_visuals_signal,has_architecture_signal,has_data_methods_signal,has_results_signal,has_tests_signal,has_license_signal,has_deployment_signal,has_contact_signal,readme_score,readiness_level,sections_found,sections_missing,overview_score,setup_score,usage_score,features_score,visuals_score,architecture_score,data_methods_score,results_score,tests_score,license_score,deployment_score,contact_score,processed_at
2026-06-07,1171946984,erikzhuang55/Bilitato,erikzhuang55,Bilitato,https://github.com/erikzhuang55/Bilitato,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,15,1,15,1,2026-03-03T19:34:26Z,2026-06-07T17:38:38Z,2026-06-07T17:38:34Z,main,False,False,False,True,fetched,200,2aac5af3653f01a0a522338093601f2e09f28d9fbdd16cf18427e0e10d7042a8,1019,9116,27,0,0,0,"['Bilitato 快速入门', '插件介绍', '支持的浏览器', '安装Bilitato', '工作原理', '5分钟使用指南（懒人版）：选平台->填Key->填模型名', '1.注册ModelScope API平台（1分钟）', '2初次注册需要进行阿里云绑定（2分钟）', '3. 点击左侧访问控制->新建访问令牌->复制得到的Key（30秒）', '4.在Bilitato的设置中选择Provider为ModelScope，将Key填入。（30秒）', '5.在模型库中选择模型（20秒）', '6.将模型名复制进设置中（注意斜杠前的也要）（30秒）', '音频转录API Key获取（需要魔法上网）', '主要功能', '⚙️ 设置项说明', '主模型配置', 'ASR（音频识别）模型配置', '调用与显示模式', '个性化', '一些碎碎念', '有关作者', '灵感来源', '有关Bilitato', '名字由来', '开发历程', '后续是否收费？', '未来预计上线']",builder_showcase_readme_v1,True,False,True,False,True,False,True,False,False,False,False,False,43.0,thin,"['overview', 'usage', 'visuals', 'data_methods']","['setup', 'features', 'architecture', 'results', 'tests', 'license', 'deployment', 'contact']",1,0,1,0,1,0,1,0,0,0,0,0,2026-06-07T17:49:08.473100+00:00
2026-06-07,1136588123,mwakidenis/VB-Mall,mwakidenis,VB-Mall,https://github.com/mwakidenis/VB-Mall,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,8,0,8,5,2026-01-18T00:42:18Z,2026-06-07T17:38:37Z,2026-06-07T17:38:33Z,final-phase,False,False,False,True,fetched,200,0d5615903ddbe7bf2494ce926527df3919fc5100d3bf4c298766a790da1ef05c,288,1988,3,4,13,0,"['👋 Welcome  <a name=""introduction""></a>', '🔑Tech Stacks <a name=""tech""></a>', '🛡️ License']",builder_showcase_readme_v1,False,False,False,False,True,False,False,False,False,True,True,False,20.05,minimal,"['visuals', 'license', 'deployment']","['overview', 'setup', 'usage', 'features', 'architecture', 'data_methods', 'results', 'tests', 'contact']",0,0,0,0,1,0,0,0,0,1,1,0,2026-06-07T17:49:10.284405+00:00
2026-06-07,796564267,flipcomputing/flock,flipcomputing,flock,https://github.com/flipcomputing/flock,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,29,18,29,33,2024-05-06T07:38:06Z,2026-06-07T17:38:22Z,2026-06-07T17:38:19Z,main,False,False,False,True,fetched,200,1ee6237ee12bb4cd9121374cfeeece712f4a55755e69ad48245f2777ee5e0db8,620,4141,9,13,1,0,"['Flock XR', 'Key features', 'What can you do with Flock XR?', 'Why 3D and XR?', 'Who is it for?', 'Supporters', 'End user documentation', 'Development info', 'Project Structure']",builder_showcase_readme_v1,True,True,True,True,True,True,False,False,True,True,False,True,78.1,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'tests', 'license', 'contact']","['data_methods', 'results', 'deployment']",1,1,1,1,1,1,0,0,1,1,0,1,2026-06-07T17:49:12.088232+00:00
2026-06-07,1009559482,xsrazy/GitHub-Auto-Push,xsrazy,GitHub-Auto-Push,https://github.com/xsrazy/GitHub-Auto-Push,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,6,4,6,0,2025-06-27T10:27:16Z,2026-06-07T17:38:16Z,2026-06-07T17:38:13Z,main,False,False,False,True,fetched,200,a1f8399570b314872dc20a2045ba3b632748c8dab0e7e4edaa3e892c88f09ea6,513,3730,12,2,1,5,"['GitHub Auto Push', 'Features', 'Prerequisites', 'Installation', 'Usage', 'Single Repository Mode', 'Auto Push File', 'Multiple Repositories Mode', 'Auto Push File', 'Template Variables', 'Notes', 'License']",builder_showcase_readme_v1,True,True,True,True,True,False,False,False,False,True,False,False,58.15,semi_ready,"['overview', 'setup', 'usage', 'features', 'visuals', 'license']","['architecture', 'data_methods', 'results', 'tests', 'deployment', 'contact']",1,1,1,1,1,0,0,0,0,1,0,0,2026-06-07T17:49:14.049106+00:00
2026-06-07,1157338309,paceaitian/paceflow,paceaitian,paceflow,https://github.com/paceaitian/paceflow,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,37,11,37,2,2026-02-13T17:50:04Z,2026-06-07T17:38:15Z,2026-06-07T17:38:13Z,master,False,False,False,True,fetched,200,f58a5a247a8c4a16e15849549a28eae74b2537e8e22652ca1020c9acf951da81,5365,36705,37,2,0,5,"['PACEflow', '核心理念', 'PACE 六阶段', 'CHG 是最小变更单元', '5 个索引文件 + spec.md + changes/详情 = 项目记忆', 'v6 相比 v5 改进了什么', 'v5 用户升级', '阅读 dry-run 摘要并确认后再执行：', '安装', '在 Claude Code 中执行（2 条命令）', 'Project Root 与子目录继承', '特色功能', 'Superpowers 全流程集成', 'Claude Code `/plan` 桥接', '智能上下文管理', 'Obsidian 知识中枢', 'Agent Teams 兼容性', '核心功能模块', 'Project Root 与 Artifact Root', 'Worktree 路由与 Owner', 'Artifact 并发控制', 'CHG 生命周期与 Deferred', 'Artifact 写保护与 Agent Contract', '任务面板边界', '终态修复与工具失败恢复', '工作原理', '8 类 Hook 事件覆盖完整生命周期', '多信号自动激活', '防无限循环', '项目结构', 'Hook I/O 协议', '运行时状态文件（`.pace/`）', '三级触发（PreToolUse）', 'C/V/R 阶段检查', 'Subagent / Agent Teams 兼容性', '日志', '友链']",builder_showcase_readme_v1,True,True,True,False,True,True,True,True,True,False,False,False,77.2,strong,"['overview', 'setup', 'usage', 'visuals', 'architecture', 'data_methods', 'results', 'tests']","['features', 'license', 'deployment', 'contact']",1,1,1,0,1,1,1,1,1,0,0,0,2026-06-07T17:49:15.885910+00:00
2026-06-07,1008999466,xsrazy/TikTok-Batch-Downloader,xsrazy,TikTok-Batch-Downloader,https://github.com/xsrazy/TikTok-Batch-Downloader,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,43,16,43,0,2025-06-26T12:21:46Z,2026-06-07T17:38:13Z,2026-06-07T17:38:10Z,main,False,False,False,True,fetched,200,cefe971e7d28da8cc4c717eef110b99a11a3480cdaa99284ecfd4d61ae5ba187,546,4452,11,5,8,5,"['🎬 TikTok Batch Downloader (No Watermark)', '🚀 Features', '💡 How to Use', '📁 Output Structure', '🔍 Contents of `metadata.json`', '📋 Example of `links.txt`', '🧩 How to Grab Video Links Easily', '🧠 Tips', '💻 Created by', '📣 Release', '🧾 [![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](LICENSE.md)']",builder_showcase_readme_v1,True,True,True,True,True,True,True,False,False,True,False,True,78.1,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'data_methods', 'license', 'contact']","['results', 'tests', 'deployment']",1,1,1,1,1,1,1,0,0,1,0,1,2026-06-07T17:49:17.576607+00:00
2026-06-07,582490209,xsrazy/Tiktok-Mass-Downloader,xsrazy,Tiktok-Mass-Downloader,https://github.com/xsrazy/Tiktok-Mass-Downloader,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,31,9,31,3,2022-12-27T02:10:41Z,2026-06-07T17:38:12Z,2026-06-07T17:38:09Z,main,False,False,False,True,fetched,200,03d64164c082d148f36c69a2cc4fb6db6a8b3859b06e4698daf2e8599ba7b0a4,328,2049,4,1,0,0,"['Tiktok Mass Downloader', 'requirements:', 'Installtion:', 'How to use:']",builder_showcase_readme_v1,True,True,True,False,False,False,True,True,False,False,False,False,52.4,semi_ready,"['overview', 'setup', 'usage', 'data_methods', 'results']","['features', 'visuals', 'architecture', 'tests', 'license', 'deployment', 'contact']",1,1,1,0,0,0,1,1,0,0,0,0,2026-06-07T17:49:19.397881+00:00
2026-06-07,1117292335,ObjectiveAI/objectiveai,ObjectiveAI,objectiveai,https://github.com/ObjectiveAI/objectiveai,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,7,3,7,45,2025-12-16T05:31:11Z,2026-06-07T17:38:12Z,2026-06-07T17:38:08Z,main,False,False,False,True,fetched,200,bd05c2aac093e7f882869e4b8307c9fa1cb4c584829a7b2cdb30630f1417cc83,6330,47754,55,39,5,31,"['ObjectiveAI', 'Packages', 'Binaries', 'What ObjectiveAI is', 'Execution modes', 'Why collective judgment', 'Why this system', 'Quick start', 'CLI — spawn a swarm to evaluate something', 'SDK — TypeScript', 'Other execution modes', 'Core primitives', 'Agents', 'Swarms', 'Profiles', 'Agent completions', 'Function executions', 'Laboratory executions', 'The resource graph', 'Function invention', 'Recursive invention', 'The self-improvement loop', 'SDKs', 'Languages', 'Streaming examples', 'TypeScript', 'Python', 'Rust', 'Go and .NET', 'Binaries & self-hosting', '`objectiveai` (CLI)', '`objectiveai-api`', '`objectiveai-viewer`', '`objectiveai-mcp`', 'Install flags', 'Self-host vs hosted', 'Plugins', 'Installing a plugin', 'From the ObjectiveAI org (default whitelist — no extra flags needed).', 'Pin to a specific commit.', 'Third-party repository — requires explicit opt-in.', 'Replace an existing install (binary, viewer bundle, and manifest are rewritten).', 'Plugin manifest', 'Building a plugin', 'Web app & ecosystem', 'Web app', 'Examples', 'Ecosystem', 'Repository structure', 'Contributing & development', 'Prerequisites', 'Build', 'Test', 'Conventions', 'License']",builder_showcase_readme_v1,True,True,True,False,True,True,True,True,True,True,True,True,92.4,showcase_ready,"['overview', 'setup', 'usage', 'visuals', 'architecture', 'data_methods', 'results', 'tests', 'license', 'deployment', 'contact']",['features'],1,1,1,0,1,1,1,1,1,1,1,1,2026-06-07T17:49:21.258019+00:00
2026-06-07,1240724227,SecureBananaLabs/bug-bounty,SecureBananaLabs,bug-bounty,https://github.com/SecureBananaLabs/bug-bounty,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,188,585,188,4553,2026-05-16T13:43:49Z,2026-06-07T17:38:11Z,2026-06-07T17:38:08Z,main,False,False,False,True,fetched,200,04c777c422e05edb87511eaf5c93346071a8e43225cb94b722e4826ad2af3007,241,1790,11,0,0,3,"['Project', 'FreelanceFlow Monorepo', 'Workspace Structure', 'Frontend', 'Backend', 'Getting Started', 'AI Agent Contribution Instruction', 'Run frontend', 'Run backend', 'Database', 'Environment Variables']",builder_showcase_readme_v1,True,True,True,False,True,True,False,False,True,False,False,False,59.0,semi_ready,"['overview', 'setup', 'usage', 'visuals', 'architecture', 'tests']","['features', 'data_methods', 'results', 'license', 'deployment', 'contact']",1,1,1,0,1,1,0,0,1,0,0,0,2026-06-07T17:49:23.020102+00:00
2026-06-07,919336971,galihru/hbd,galihru,hbd,https://github.com/galihru/hbd,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,14,1,14,0,2025-01-20T07:56:03Z,2026-06-07T17:37:58Z,2026-06-07T17:37:55Z,main,False,False,False,True,fetched,200,7ef6a83b7618d04db12cc3d2b447226c51cedb81016b5d0a3f23fcd629738ee6,2034,14538,18,6,1,7,"['HBD Package Gem Ruby', 'Fitur Utama', 'Formulasi', 'Properti', 'Formulasi', '1. **Metode `velVector()`**', 'Formulasi', 'Output', '2. **Metode `step()`**', 'Logika', 'Instalasi', 'Penggunaan', 'Kontribusi', 'Lisensi', 'Kontak', 'Sosial Media', 'Dukungan', 'Sitasi']",builder_showcase_readme_v1,True,True,False,False,True,False,True,False,False,True,False,True,52.5,semi_ready,"['overview', 'setup', 'visuals', 'data_methods', 'license', 'contact']","['usage', 'features', 'architecture', 'results', 'tests', 'deployment']",1,1,0,0,1,0,1,0,0,1,0,1,2026-06-07T17:49:24.913621+00:00
2026-06-07,364078086,24eme/signaturepdf,24eme,signaturepdf,https://github.com/24eme/signaturepdf,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,792,105,792,65,2021-05-03T22:31:55Z,2026-06-07T17:37:57Z,2026-06-07T17:37:53Z,master,False,False,False,True,fetched,200,aecebffbbbc7ce602cfc3bd4388ddc8522b638532ea48600c9cd97d15d4a016e,1605,11143,25,59,12,12,"['Signature PDF', 'Instances', 'License', 'Table of Contents', 'Installation', 'Configuration', 'Enabling and Configuring Multi-Signature Mode', 'Enabling digital signature', 'Disabling the Organize Mode', 'Hiding or Modifying the Demo PDF Link', 'Customize the CSS', 'Custom retention period for shared PDF', 'Default Fields for Metadata Editing', 'Update', 'Tests', 'Libraries Used', 'Contributions', 'Translation', 'Contributors', 'Fundings', 'Screenshots', 'Signature feature', 'Organizing feature', 'Metadata feature', 'Compression feature']",builder_showcase_readme_v1,True,True,True,False,True,False,True,False,True,True,True,True,77.2,strong,"['overview', 'setup', 'usage', 'visuals', 'data_methods', 'tests', 'license', 'deployment', 'contact']","['features', 'architecture', 'results']",1,1,1,0,1,0,1,0,1,1,1,1,2026-06-07T17:49:26.687017+00:00
2026-06-07,1170990956,mwakidenis/gmart-supermarket,mwakidenis,gmart-supermarket,https://github.com/mwakidenis/gmart-supermarket,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,57,0,57,1,2026-03-02T18:51:32Z,2026-06-07T17:37:44Z,2026-06-07T17:37:40Z,main,False,False,False,True,fetched,200,d5d3fd6138a5d02bc4c87d2a09c765d09e1b5757afab118dfb9ebab0308a1170,1274,9266,16,10,0,14,"['🛒 gmart', '✨ Project Overview', '🌐 **Live Links**', '🔥 Features', '🛠️ Tech Stack', '🚀 Getting Started', 'Prerequisites', '📦 Installation', 'Run With Docker', '🔧 Frontend Setup', '🛠️ Backend Setup', 'Folder Structure 📂', '📜 Contributing', 'Quick Guide:', '🤝 Open Source Programs', 'Project Admin ⚡']",builder_showcase_readme_v1,True,True,True,True,True,True,False,False,True,True,True,False,80.05,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'tests', 'license', 'deployment']","['data_methods', 'results', 'contact']",1,1,1,1,1,1,0,0,1,1,1,0,2026-06-07T17:49:28.396871+00:00
2026-06-07,21828621,playcanvas/developer-site,playcanvas,developer-site,https://github.com/playcanvas/developer-site,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,129,68,129,43,2014-07-14T17:27:31Z,2026-06-07T17:37:39Z,2026-06-07T17:37:36Z,main,False,False,False,True,fetched,200,3b0b5105fb65b3390e95aabf4495af1505f6604305e7c13da4290e7a129ef610,346,2186,7,3,0,4,"['PlayCanvas Developer Site', 'How to build', 'How to serve', ""Use 'start' for quick iteration"", 'Update Tutorials', 'Update FAQ', 'Localization']",builder_showcase_readme_v1,True,True,True,False,False,True,True,True,False,False,False,False,60.0,semi_ready,"['overview', 'setup', 'usage', 'architecture', 'data_methods', 'results']","['features', 'visuals', 'tests', 'license', 'deployment', 'contact']",1,1,1,0,0,1,1,1,0,0,0,0,2026-06-07T17:49:30.164019+00:00
2026-06-07,1205891558,B4BREAON/OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,B4BREAON,OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,https://github.com/B4BREAON/OTP-Bot-One-Time-Password-Verification-Bank-Paypal-Bypass-2FA,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,5,2,5,0,2026-04-09T11:35:20Z,2026-06-07T17:37:34Z,2026-06-07T17:37:30Z,main,False,False,False,True,fetched,200,673de770f70292c29c6474f2cb743c3662a5f446e7aa30e8f2f6310e14d20bfb,500,3291,8,1,2,0,"['OTP Bot', 'How to Compile', 'How To Use?', 'Question&Answer', 'Features', 'OTP Photos', 'Disclaimer', 'License']",builder_showcase_readme_v1,True,True,True,True,True,False,False,False,False,True,True,False,63.85,semi_ready,"['overview', 'setup', 'usage', 'features', 'visuals', 'license', 'deployment']","['architecture', 'data_methods', 'results', 'tests', 'contact']",1,1,1,1,1,0,0,0,0,1,1,0,2026-06-07T17:49:31.959018+00:00
2026-06-07,745030381,ePlus-DEV/news,ePlus-DEV,news,https://github.com/ePlus-DEV/news,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,5,0,5,0,2024-01-18T14:01:10Z,2026-06-07T17:37:30Z,2026-06-07T17:37:26Z,main,False,False,False,True,fetched,200,2d49480554fa490b6a63e206f4dc8800015f6b55b48d0b09315e319f713ecf8e,27258,135490,16,656,0,0,"['Trang chủ', 'Báo VnExpress', 'Báo Dân Trí', 'Báo Thanh Niên', 'Báo Lao Động', 'Báo Người Lao Động', 'Báo SGGP', 'Báo VTC', 'Báo Chính Phủ', 'Thư Viện Pháp Luật', 'Báo Mực Tím', 'Báo Hoa Học Trò', 'Báo Nhân Dân', 'Báo Tuổi Trẻ', 'Báo VietnamPlus', 'Báo VOV']",builder_showcase_readme_v1,True,False,False,False,True,True,False,False,False,False,False,False,31.6,thin,"['overview', 'visuals', 'architecture']","['setup', 'usage', 'features', 'data_methods', 'results', 'tests', 'license', 'deployment', 'contact']",1,0,0,0,1,1,0,0,0,0,0,0,2026-06-07T17:49:34.035672+00:00
2026-06-07,1137838063,mwakidenis/MERN-Social,mwakidenis,MERN-Social,https://github.com/mwakidenis/MERN-Social,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,5,0,5,0,2026-01-19T22:50:06Z,2026-06-07T17:37:20Z,2026-06-07T17:37:16Z,main,False,False,False,True,fetched,200,03935c0973e9cc28f0de74c1cf3d04d37a530e4747645e3b2e87d41f0207f072,124,931,7,1,2,0,"['MERN Social 2026', '⚡ Features', '🛠 Prerequisites', '💻 Installation', 'Clone the repository', 'Install dependencies', 'Start the development server']",builder_showcase_readme_v1,True,True,True,True,True,False,False,False,False,False,True,False,56.1,semi_ready,"['overview', 'setup', 'usage', 'features', 'visuals', 'deployment']","['architecture', 'data_methods', 'results', 'tests', 'license', 'contact']",1,1,1,1,1,0,0,0,0,0,1,0,2026-06-07T17:49:35.826888+00:00
2026-06-07,1012647286,Stardust-math/Stardust-math.github.io,Stardust-math,Stardust-math.github.io,https://github.com/Stardust-math/Stardust-math.github.io,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,6,1,6,0,2025-07-02T16:49:26Z,2026-06-07T17:37:16Z,2026-06-07T17:37:12Z,main,False,False,False,False,not_found,404,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,0,0,0,[],builder_showcase_readme_v1,False,False,False,False,False,False,False,False,False,False,False,False,0.0,missing,[],"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'data_methods', 'results', 'tests', 'license', 'deployment', 'contact']",0,0,0,0,0,0,0,0,0,0,0,0,2026-06-07T17:49:37.546198+00:00
2026-06-07,428811520,PattyRich/github-pages,PattyRich,github-pages,https://github.com/PattyRich/github-pages,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,6,6,6,0,2021-11-16T20:59:09Z,2026-06-07T17:37:09Z,2026-06-07T17:37:06Z,main,False,False,False,True,fetched,200,0644dfebbc283606f9887133155d6aea771f7c80a2c520602826c80dc038ac23,902,6258,28,9,0,7,"['🦒 Praynr — OSRS Community Toolbox', 'What It Does', 'Tech Stack', 'Architecture', 'Quick Start', 'Install all dependencies', 'Configure environment (copy and fill in API keys)', 'Start backend (Docker) + frontend (Vite) with cleanup on exit', 'Testing', 'Backend — Flask API tests', 'Frontend — Vitest unit tests', 'E2E — Playwright browser tests (requires make dev to be running)', 'E2E with a visible browser window', 'Playwright E2E', 'CI/CD', 'Docker (Production)', 'Start all services', 'Rebuild only the API and worker after code changes (zero-downtime for other services)', 'Stop (data is safe in named volumes)', 'Monitoring', 'Backups & Recovery', 'Automated Backups', 'Manual backup', 'MongoDB Restore', 'Copy archive into the container', 'Restore', 'Proof Image Uploads', 'Maintenance Mode']",builder_showcase_readme_v1,True,True,True,True,True,True,True,False,True,False,False,False,77.2,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'data_methods', 'tests']","['results', 'license', 'deployment', 'contact']",1,1,1,1,1,1,1,0,1,0,0,0,2026-06-07T17:49:39.434538+00:00
2026-06-07,1160179782,oxasploits/PacketSnitch,oxasploits,PacketSnitch,https://github.com/oxasploits/PacketSnitch,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,11,3,11,0,2026-02-17T16:27:50Z,2026-06-07T17:37:02Z,2026-06-07T17:36:58Z,main,False,False,False,True,fetched,200,5bb3357665f5da0c146171dfd41baaf9f70ba7b282ac5494d18619c61d5ccfac,882,6720,22,6,0,1,"['PacketSnitch', 'What is PacketSnitch?', 'Key Features', 'Quick Start', 'Installation', 'Building from Source', 'Basic Workflow', 'The Interface', 'Left Sidebar', 'Toolbar', 'Packet Info Pane', 'Packet Payload Pane', 'Right Sidebar', 'Filtering', 'HTTPS traffic only', 'Traffic from China', 'High-entropy payloads (encrypted/compressed)', 'HTTP POST with JSON', 'Documentation', 'License', 'Author', 'Support the Project']",builder_showcase_readme_v1,True,True,True,True,True,True,True,False,False,True,False,True,79.1,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'data_methods', 'license', 'contact']","['results', 'tests', 'deployment']",1,1,1,1,1,1,1,0,0,1,0,1,2026-06-07T17:49:41.203811+00:00
2026-06-07,1177138778,Bd-Mutant7/cybersecurity-threats-guide-app,Bd-Mutant7,cybersecurity-threats-guide-app,https://github.com/Bd-Mutant7/cybersecurity-threats-guide-app,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,8,0,8,0,2026-03-09T18:25:35Z,2026-06-07T17:36:59Z,2026-06-07T17:36:56Z,main,False,False,False,True,fetched,200,e70b546ce3bbd533d4925c7d8d99e1776c70e92e19daf6bf34cfd4e903b78543,286,2242,13,7,2,5,"['CyberGuide App', 'Features', 'Getting Started', 'Prerequisites', 'Installation', 'Environment Variables', 'Development', 'Production Build', 'Deploying to Vercel', 'Project Structure', 'Source Repository', 'Disclaimer', 'License']",builder_showcase_readme_v1,True,True,True,True,True,True,True,False,True,True,True,False,84.65,strong,"['overview', 'setup', 'usage', 'features', 'visuals', 'architecture', 'data_methods', 'tests', 'license', 'deployment']","['results', 'contact']",1,1,1,1,1,1,1,0,1,1,1,0,2026-06-07T17:49:43.006512+00:00
2026-06-07,1140367044,mwakidenis/social,mwakidenis,social,https://github.com/mwakidenis/social,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,5,0,5,0,2026-01-23T07:17:07Z,2026-06-07T17:36:53Z,2026-06-07T17:36:49Z,second-edition,False,False,False,True,fetched,200,f828c7e8429030fc56ae8f283e85e8c2abd205fd1b50da175da574e18a1d6f97,124,933,7,1,2,0,"['MERN Social 2026', '⚡ Features', '🛠 Prerequisites', '💻 Installation', 'Clone the repository', 'Install dependencies', 'Start the development server']",builder_showcase_readme_v1,True,True,True,True,True,False,False,False,False,False,True,False,56.1,semi_ready,"['overview', 'setup', 'usage', 'features', 'visuals', 'deployment']","['architecture', 'data_methods', 'results', 'tests', 'license', 'contact']",1,1,1,1,1,0,0,0,0,0,1,0,2026-06-07T17:49:44.771712+00:00
2026-06-07,279464968,Jadhielv/Jadhielv,Jadhielv,Jadhielv,https://github.com/Jadhielv/Jadhielv,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,8,2,8,0,2020-07-14T02:51:02Z,2026-06-07T17:36:46Z,2026-06-07T17:36:42Z,master,False,False,False,True,fetched,200,ace098bcea1ad1bee74cdca30842830f0448841b8f92e06ad3dd2d7f0522cea4,485,3658,1,30,8,0,"['Hi there <img src=""https://media.giphy.com/media/hvRJCLFzcasrR4ia7z/giphy.gif"" width=""26""> -  I\'m Jadhiel!']",builder_showcase_readme_v1,False,False,False,False,True,False,True,False,False,False,True,True,28.65,thin,"['visuals', 'data_methods', 'deployment', 'contact']","['overview', 'setup', 'usage', 'features', 'architecture', 'results', 'tests', 'license']",0,0,0,0,1,0,1,0,0,0,1,1,2026-06-07T17:49:46.494609+00:00
2026-06-07,533237342,nielsvm/kde-look-and-feel-platinum,nielsvm,kde-look-and-feel-platinum,https://github.com/nielsvm/kde-look-and-feel-platinum,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,16,0,16,1,2022-09-06T08:47:33Z,2026-06-07T17:36:44Z,2026-06-07T17:36:41Z,main,False,False,False,True,fetched,200,0dce919d36479d5162e220b0e14df9ee1cfcc71734d39c29e42ef41ee8a39c87,227,1513,3,3,5,0,"['kde-look-and-feel-platinum', 'Dependencies', 'Installation']",builder_showcase_readme_v1,True,True,False,False,True,False,False,False,False,False,False,False,32.4,thin,"['overview', 'setup', 'visuals']","['usage', 'features', 'architecture', 'data_methods', 'results', 'tests', 'license', 'deployment', 'contact']",1,1,0,0,1,0,0,0,0,0,0,0,2026-06-07T17:49:48.215922+00:00
2026-06-07,612503853,lushier888/QX-Surge-Loon-Shadowrocket,lushier888,QX-Surge-Loon-Shadowrocket,https://github.com/lushier888/QX-Surge-Loon-Shadowrocket,github_search_api,language:JavaScript stars:>=5 pushed:>=2025-01-01,JavaScript,151,11,151,1,2023-03-11T06:12:57Z,2026-06-07T17:36:39Z,2026-06-07T17:36:35Z,main,False,False,False,True,fetched,200,3981afe6031558c137f53ccee0594524dc2ffb911e5d71da5c36996dfeb6d70b,4008,23200,35,0,0,0,"['————LSP破解重写————', '18ak漫画', '漫小肆韓漫', 'ins社区', 'YDM系列通杀合集', 'Mr先生 + xvideos社区 + 泡芙短视频 + tiktok免费版', '字母圈', '红杏视频', '足控社666版', '足控社小白版', '18品茶社', 'Xvideo社区', '姬漫社', 'uaa有爱爱', '樱桃plus', '麻豆社区去广告解锁视频', '抖音直播录屏', '91av', '老色批通杀vip', 'ONE', '65看', '65看去广告解锁视频', '65看', '鲍鱼盒子', 'Mr.好色', '加藤视频', '淫荡猫', '面具', '面具公社', '海角', '海角社区', '黄瓜视频', '七色猫', '夜艳', '吸游技破解']",builder_showcase_readme_v1,True,False,False,False,True,False,False,False,False,False,True,False,29.7,thin,"['overview', 'visuals', 'deployment']","['setup', 'usage', 'features', 'architecture', 'data_methods', 'results', 'tests', 'license', 'contact']",1,0,0,0,1,0,0,0,0,0,1,0,2026-06-07T17:49:50.019933+00:00
