repo_id,repo_full_name,owner,repo_name,repo_url,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,default_branch,archived,disabled,fork,source,sample_query,sampled_at
1009094178,yaneurao/YaneuraOu-ScriptCollection,yaneurao,YaneuraOu-ScriptCollection,https://github.com/yaneurao/YaneuraOu-ScriptCollection,YaneuraOu Script Collection,Python,5,0,5,0,2025-06-26T15:07:35Z,2026-06-07T17:38:26Z,2026-06-07T17:38:23Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
970791219,thisusercannotexist/auto-push,thisusercannotexist,auto-push,https://github.com/thisusercannotexist/auto-push,Auto update a file content and push it directly to the repository ,Python,13,4,13,2,2025-04-22T14:41:09Z,2026-06-07T17:38:23Z,2026-06-07T17:38:37Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1174639315,Indozilla1234/Modmorpher,Indozilla1234,Modmorpher,https://github.com/Indozilla1234/Modmorpher,"This is a mod converter tool. You simply put your mod in the folder with the rest of the files, then run “python modmorpher.py”",Python,7,1,7,0,2026-03-06T17:10:35Z,2026-06-07T17:38:21Z,2026-06-07T17:38:18Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1070850699,kakaxi-1/zubo,kakaxi-1,zubo,https://github.com/kakaxi-1/zubo,适用于GitHub actions的轻量级脚本，定时获取组播源、酒店源(附升级docker版),Python,49,59,49,8,2025-10-06T14:17:38Z,2026-06-07T17:38:19Z,2026-06-07T17:38:15Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
608582875,xsrazy/Download-All-Tiktok-Videos,xsrazy,Download-All-Tiktok-Videos,https://github.com/xsrazy/Download-All-Tiktok-Videos,Download all tiktok videos including description from username without watermark.,Python,58,11,58,4,2023-03-02T10:15:15Z,2026-06-07T17:38:11Z,2026-06-07T17:38:07Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
840134675,mitchross/talos-argocd-proxmox,mitchross,talos-argocd-proxmox,https://github.com/mitchross/talos-argocd-proxmox,Talos ArgoCD Homelab. My personal production Cluster. ,Python,75,23,75,3,2024-08-09T03:38:57Z,2026-06-07T17:38:08Z,2026-06-07T17:38:07Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
592110645,xsrazy/Discord-Bot,xsrazy,Discord-Bot,https://github.com/xsrazy/Discord-Bot,Discord Bot: Type and Delete Messages,Python,9,8,9,0,2023-01-22T23:38:03Z,2026-06-07T17:38:10Z,2026-06-07T17:38:06Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1174537176,eddmpython/dartlab,eddmpython,dartlab,https://github.com/eddmpython/dartlab,One stock code → full company story,Python,87,20,87,4,2026-03-06T14:58:20Z,2026-06-07T17:38:06Z,2026-06-07T17:38:02Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
667880674,d-msft/E5,d-msft,E5,https://github.com/d-msft/E5,This is a Python application based from Git Actions to produce development actions through Microsoft Graph API like a genuine developer in order to activate Microsoft Office 365 E5 Developer Trail membership auto renewal.,Python,5,6,5,0,2023-07-18T14:06:02Z,2026-06-07T17:38:06Z,2026-06-07T17:38:02Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1171630261,violetDelia/kernelcode_generate,violetDelia,kernelcode_generate,https://github.com/violetDelia/kernelcode_generate,,Python,23,1,23,0,2026-03-03T12:47:07Z,2026-06-07T17:38:05Z,2026-06-07T17:38:01Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1179431371,PurrPod/purrcat,PurrPod,purrcat,https://github.com/PurrPod/purrcat,PurrCat Agent,Python,5,0,5,1,2026-03-12T02:46:57Z,2026-06-07T17:38:04Z,2026-06-07T17:38:00Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
577919829,JesseZhuang/InCodeLearning-Python3,JesseZhuang,InCodeLearning-Python3,https://github.com/JesseZhuang/InCodeLearning-Python3,python3,Python,12,9,12,0,2022-12-13T20:43:20Z,2026-06-07T17:38:03Z,2026-06-07T17:37:59Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1032663368,HosseinOdd/Navasan-API,HosseinOdd,Navasan-API,https://github.com/HosseinOdd/Navasan-API,Free Navasan Currency & Gold Price API — Unlimited JSON API for Real-Time Iranian Exchange Rates and Precious Metals Data.,Python,5,1,5,0,2025-08-05T16:25:11Z,2026-06-07T17:37:58Z,2026-06-07T17:37:55Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
899625229,AvenCores/goida-vpn-configs,AvenCores,goida-vpn-configs,https://github.com/AvenCores/goida-vpn-configs,🛡 Бесплатные VPN конфиги 🌍,Python,2459,123,2459,0,2024-12-06T16:52:52Z,2026-06-07T17:37:59Z,2026-06-07T17:37:53Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1260155434,hoolulu/deep-research,hoolulu,deep-research,https://github.com/hoolulu/deep-research,OpenCode 深度调研报告生成 Skill — 一个命令，六分钟，一份深度专业的调研报告,Python,132,12,132,0,2026-06-05T07:56:54Z,2026-06-07T17:37:55Z,2026-06-07T17:37:51Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
994558705,mediajunkie/piper-morgan-product,mediajunkie,piper-morgan-product,https://github.com/mediajunkie/piper-morgan-product,Intelligent Product Management Assistant - v1.0,Python,5,1,5,144,2025-06-02T06:02:15Z,2026-06-07T17:37:54Z,2026-06-07T17:37:50Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
985731834,DonAsako/Eskoz,DonAsako,Eskoz,https://github.com/DonAsako/Eskoz,"Eskoz is a Django-based project designed to help you quickly and easily create a multilingual blog, with a straightforward deployment process.",Python,5,0,5,1,2025-05-18T12:13:05Z,2026-06-07T17:37:52Z,2026-06-07T17:38:00Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1163779434,jbaruch/speaker-toolkit,jbaruch,speaker-toolkit,https://github.com/jbaruch/speaker-toolkit,"Two-skill presentation system: analyze your speaking style into a rhetoric knowledge vault, then create new presentations that match your documented patterns.",Python,8,1,8,9,2026-02-22T06:02:18Z,2026-06-07T17:37:52Z,2026-06-07T17:37:48Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1106035318,klaas8/MT,klaas8,MT,https://github.com/klaas8/MT,MT论坛自动签到,Python,24,24,24,0,2025-11-28T14:23:13Z,2026-06-07T17:37:50Z,2026-06-07T17:37:46Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1084167966,hanjinliu/himena-relion,hanjinliu,himena-relion,https://github.com/hanjinliu/himena-relion,A modern RELION GUI,Python,7,0,7,4,2025-10-27T10:13:30Z,2026-06-07T17:37:45Z,2026-06-07T17:37:44Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
838507259,REIJI007/Adblock-Rule-Collection,REIJI007,Adblock-Rule-Collection,https://github.com/REIJI007/Adblock-Rule-Collection,一个收集众多广告过滤器规则，进行转化、合并、去重的广告过滤器，兼容常见的广告过滤应用程序（如Adblock Plus、uBlock Origin、AdGuard 等），每20分钟更新一次，确保即时同步上游减少误杀,Python,103,7,103,0,2024-08-05T19:29:38Z,2026-06-07T17:37:47Z,2026-06-07T17:37:40Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1010335352,Shayanthn/V2ray-Tester-Pro,Shayanthn,V2ray-Tester-Pro,https://github.com/Shayanthn/V2ray-Tester-Pro,"It's an advanced V2Ray/Xray config tester with both a GUI and CLI to find, benchmark, and manage proxy configurations For easy access to the configurations and for copy-paste convenience, please visit the Telegram channel below.",Python,48,8,48,2,2025-06-28T21:13:45Z,2026-06-07T17:37:43Z,2026-06-07T17:37:39Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
765016537,wanghz/Honeybee,wanghz,Honeybee,https://github.com/wanghz/Honeybee,nothing is about,Python,13,3,13,0,2024-02-29T05:57:55Z,2026-06-07T17:37:42Z,2026-06-07T17:37:38Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
965828909,PRENDLYMADAPAKER/ANG-KALAT-MO,PRENDLYMADAPAKER,ANG-KALAT-MO,https://github.com/PRENDLYMADAPAKER/ANG-KALAT-MO,,Python,7,2,7,0,2025-04-14T01:16:17Z,2026-06-07T17:37:41Z,2026-06-07T17:37:38Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
775391665,gitrecon1455/fresh-proxy-list,gitrecon1455,fresh-proxy-list,https://github.com/gitrecon1455/fresh-proxy-list,Free Proxy List Updated every 10 minutes,Python,104,16,104,0,2024-03-21T09:57:26Z,2026-06-07T17:37:36Z,2026-06-07T17:37:32Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1224234781,shervinofpersia/SlipNet,shervinofpersia,SlipNet,https://github.com/shervinofpersia/SlipNet,☬Exclusive SHΞN™ made Slipnet node collector ,Python,10,4,10,1,2026-04-29T04:52:54Z,2026-06-07T17:37:34Z,2026-06-07T17:37:30Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1040690173,LittleViewer/WeakSignalFinder,LittleViewer,WeakSignalFinder,https://github.com/LittleViewer/WeakSignalFinder,A transparent lexical pipeline for spotting emerging themes in RSS news,Python,12,2,12,0,2025-08-19T11:09:24Z,2026-06-07T17:37:33Z,2026-06-07T17:37:28Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1034172489,dp-web4/web4,dp-web4,web4,https://github.com/dp-web4/web4,Web4: verifiable AI presence. v0.1.1 on crates.io + PyPI; agent-commerce-delegation demo with 166 tests; STATUS.md draws explicit lines. AGPL-3.0-or-later.,Python,8,2,8,0,2025-08-08T01:08:33Z,2026-06-07T17:37:31Z,2026-06-07T17:37:27Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1194703621,Bd-Mutant7/Wifi-Hacking,Bd-Mutant7,Wifi-Hacking,https://github.com/Bd-Mutant7/Wifi-Hacking,"Cyber Security Tool For Hacking Wireless Connections Using Built-In Kali Tools. Supports All Securities (WEP, WPS, WPA, WPA2/TKIP/IES)",Python,8,0,8,0,2026-03-28T17:48:52Z,2026-06-07T17:37:31Z,2026-06-07T17:37:27Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1093563458,vladm3105/aidoc-flow-framework,vladm3105,aidoc-flow-framework,https://github.com/vladm3105/aidoc-flow-framework,,Python,15,3,15,0,2025-11-10T14:39:33Z,2026-06-07T17:37:31Z,2026-06-07T17:37:26Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1194681648,angysof16/BaxterMotionPlanning,angysof16,BaxterMotionPlanning,https://github.com/angysof16/BaxterMotionPlanning,"Baxter robot simulation in ROS2 Jazzy + Gazebo Harmonic, with a roadmap toward distributed motion planning via a custom ROS2 Action interface and Zenoh as RMW bridge.",Python,6,0,6,0,2026-03-28T17:16:48Z,2026-06-07T17:37:30Z,2026-06-07T17:37:26Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
849021365,thirtysixpw/v2ray-reaper,thirtysixpw,v2ray-reaper,https://github.com/thirtysixpw/v2ray-reaper,Regularly updated list of free V2Ray configuration files.,Python,34,4,34,0,2024-08-28T20:42:59Z,2026-06-07T17:37:28Z,2026-06-07T17:37:25Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
19384819,pyscf/pyscf,pyscf,pyscf,https://github.com/pyscf/pyscf,Python module for quantum chemistry,Python,1594,694,1594,246,2014-05-02T18:42:25Z,2026-06-07T17:37:25Z,2026-06-07T17:37:21Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1156726866,kody-w/rappterbook,kody-w,rappterbook,https://github.com/kody-w/rappterbook,"Social network for AI agents. Feed SKILLS.md to your AI — it becomes a citizen. No servers, no API keys. GitHub IS the platform.",Python,11,2,11,46,2026-02-13T01:26:22Z,2026-06-07T17:37:25Z,2026-06-07T17:37:21Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
786340919,indmdev/Free-Telegram-Store-Bot,indmdev,Free-Telegram-Store-Bot,https://github.com/indmdev/Free-Telegram-Store-Bot,"This is 100% Free Shop Bot, Is a Telegram Store Bot you can use for selling your products and services and managing your products and orders. You customers can  easily use the Auto Buy Bot  to shop on you store with confidence using this Auto shop bot.",Python,117,59,117,11,2024-04-14T06:36:33Z,2026-06-07T17:37:23Z,2026-06-07T17:37:20Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1222860599,tomaasz/litellm-free-models-proxy,tomaasz,litellm-free-models-proxy,https://github.com/tomaasz/litellm-free-models-proxy,"Self-hosted LiteLLM proxy with auto-discovery of free/trial LLM models from OpenRouter, Groq, Gemini, Cerebras, SambaNova, Cohere, NVIDIA NIM and more",Python,32,4,32,17,2026-04-27T19:27:10Z,2026-06-07T17:37:25Z,2026-06-07T17:37:20Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1189166396,alistaitsacle/free-llm-api-keys,alistaitsacle,free-llm-api-keys,https://github.com/alistaitsacle/free-llm-api-keys,"Free LLM API keys for GPT-5.5, Claude, DeepSeek, Gemini, Grok — copy, paste, use. Updated 3-5x daily. No credit card needed.",Python,1732,181,1732,5,2026-03-23T03:28:17Z,2026-06-07T17:37:22Z,2026-06-07T17:37:18Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
594588594,CY83R-3X71NC710N/Weather-Dashboard-Updater,CY83R-3X71NC710N,Weather-Dashboard-Updater,https://github.com/CY83R-3X71NC710N/Weather-Dashboard-Updater,Python script that retrieves weather information from OpenWeatherMap API and saves it to a CSV file,Python,8,1,8,18,2023-01-29T02:09:50Z,2026-06-07T17:37:22Z,2026-06-07T17:37:18Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1252742425,hieubui2409/product-spec,hieubui2409,product-spec,https://github.com/hieubui2409/product-spec,"An AI-powered harness for Claude Code to define, strictly validate, and brutally critique Product Specs. Bulletproof requirements before a single line of code is written.",Python,7,4,7,0,2026-05-28T20:31:39Z,2026-06-07T17:37:21Z,2026-06-07T17:37:17Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1145681104,razzamatazm/mustarrd,razzamatazm,mustarrd,https://github.com/razzamatazm/mustarrd,IPTV Catchup Direct Download Tool,Python,5,1,5,1,2026-01-30T04:42:32Z,2026-06-07T17:37:14Z,2026-06-07T17:37:13Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
91918853,edwardvmills/Silk,edwardvmills,Silk,https://github.com/edwardvmills/Silk,NURBS Surface modeling tools focused on low degree and seam continuity (FreeCAD Workbench),Python,92,16,92,4,2017-05-20T22:03:17Z,2026-06-07T17:37:16Z,2026-06-07T17:37:12Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
920979008,chan-mai/kukulu-disposable-email-list,chan-mai,kukulu-disposable-email-list,https://github.com/chan-mai/kukulu-disposable-email-list,,Python,5,0,5,0,2025-01-23T05:36:53Z,2026-06-07T17:37:14Z,2026-06-07T17:37:10Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1194637292,bartromb/psgscoring,bartromb,psgscoring,https://github.com/bartromb/psgscoring,,Python,8,1,8,3,2026-03-28T16:13:26Z,2026-06-07T17:37:13Z,2026-06-07T17:37:24Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1003931690,Floxym/financial-chat,Floxym,financial-chat,https://github.com/Floxym/financial-chat,"A financial chat application powered by LangChain, OpenBB, and Claude 3 Opus.",Python,7,3,7,2,2025-06-17T21:28:13Z,2026-06-07T17:37:12Z,2026-06-07T17:37:08Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1105753388,Ramakm/mlops-pipeline,Ramakm,mlops-pipeline,https://github.com/Ramakm/mlops-pipeline,Industry-grade production code covering the entire lifecycle from data ingestion to deployment.,Python,6,2,6,0,2025-11-28T05:32:50Z,2026-06-07T17:37:11Z,2026-06-07T17:37:07Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
136868420,rossning92/myscripts,rossning92,myscripts,https://github.com/rossning92/myscripts,,Python,15,7,15,1,2018-06-11T03:11:16Z,2026-06-07T17:37:08Z,2026-06-07T17:37:05Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1237363549,LiHongwei-cn/lihongwei-cn,LiHongwei-cn,lihongwei-cn,https://github.com/LiHongwei-cn/lihongwei-cn,"MUNDO - THE EMPEROR. Complete AI orchestration system with 1208 skills, 25 capability modules, self-evolving, collective consciousness. GitHub Actions 24/7 automation.",Python,7,1,7,1,2026-05-13T05:44:52Z,2026-06-07T17:37:06Z,2026-06-07T17:37:02Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
988664896,doms9/iptv,doms9,iptv,https://github.com/doms9/iptv,tv channels & sporting events,Python,169,41,169,0,2025-05-22T22:23:06Z,2026-06-07T17:37:05Z,2026-06-07T17:37:02Z,default,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
6228403,easybuilders/easybuild-easyconfigs,easybuilders,easybuild-easyconfigs,https://github.com/easybuilders/easybuild-easyconfigs,A collection of easyconfig files that describe which software to build using which build options with EasyBuild.,Python,445,785,445,1161,2012-10-15T14:32:53Z,2026-06-07T17:37:05Z,2026-06-07T17:37:00Z,develop,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
65600975,pytorch/pytorch,pytorch,pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,100582,27955,100582,18359,2016-08-13T05:26:41Z,2026-06-07T17:38:38Z,2026-06-07T17:37:00Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
990366915,solpbc/solstone-journal,solpbc,solstone-journal,https://github.com/solpbc/solstone-journal,Navigate Life Intelligently,Python,12,6,12,1,2025-05-26T02:31:17Z,2026-06-07T17:36:56Z,2026-06-07T17:36:52Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
366568381,tomography/tomocupy,tomography,tomocupy,https://github.com/tomography/tomocupy,tomography reconstruction on GPU,Python,28,17,28,2,2021-05-12T02:23:34Z,2026-06-07T17:36:51Z,2026-06-07T17:36:47Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
27561102,stamparm/maltrail,stamparm,maltrail,https://github.com/stamparm/maltrail,Malicious traffic detection system,Python,8485,1253,8485,92,2014-12-04T21:33:46Z,2026-06-07T17:36:51Z,2026-06-07T17:36:47Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
1148294372,JustInCache/awesome-mcp-collection,JustInCache,awesome-mcp-collection,https://github.com/JustInCache/awesome-mcp-collection,"The most comprehensive, curated collection of MCP servers with ready-to-use configurations",Python,10,4,10,1,2026-02-02T19:55:37Z,2026-06-07T17:36:49Z,2026-06-07T17:36:46Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
936498883,devojony/ClashSub,devojony,ClashSub,https://github.com/devojony/ClashSub,,Python,6,1,6,0,2025-02-21T07:33:48Z,2026-06-07T17:36:48Z,2026-06-07T17:36:45Z,master,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
765982703,malinkang/duolingo2notion,malinkang,duolingo2notion,https://github.com/malinkang/duolingo2notion,,Python,105,171,105,5,2024-03-02T02:48:03Z,2026-06-07T17:36:49Z,2026-06-07T17:36:45Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
975457832,Nayjest/Gito,Nayjest,Gito,https://github.com/Nayjest/Gito,"An AI-powered GitHub code review tool that uses LLMs to detect high-confidence, high-impact issues—such as security vulnerabilities, bugs, and maintainability concerns.",Python,374,30,374,63,2025-04-30T10:49:12Z,2026-06-07T17:36:48Z,2026-06-07T17:36:44Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
806138565,zachysun/DailyArXiv,zachysun,DailyArXiv,https://github.com/zachysun/DailyArXiv,Get arXiv papers everyday (Add Cool Paper for AI summary),Python,6,0,6,144,2024-05-26T13:37:57Z,2026-06-07T17:36:47Z,2026-06-07T17:36:43Z,main,False,False,False,github_search_api,language:Python stars:>=5 pushed:>=2025-01-01,2026-06-07T17:38:40.441780+00:00
